idx,regime,mover_spec,opp_spec,opp_class,phase,k_remaining,legal_n,final_margin_mover,result_mover,motifs,block_opp,block_mag,block_actual_took,avoid_feeding_opp,avoid_feeding_mag,avoid_feeding_actual_took,contest_merge_opp,contest_merge_mag,contest_merge_actual_took,farm_claim_opp,farm_claim_mag,farm_claim_actual_took
1330,rod1:random,random,rod1,strong,late_mid,28,39,-74,L,block|avoid_feeding,1,2.5,0,1,2.5,0,0,,,0,,
1331,h200:random,random,h200,mid,opening,70,3,-59,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1332,h200:random,random,h200,mid,opening,64,17,-59,L,contest_merge,0,,,0,,,1,9.0,0,0,,
1329,rod1:random,rod1,random,weak,midgame,39,3,74,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1301,rod1:h6400,rod1,h6400,strong,endgame,1,62,8,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1334,h200:random,random,h200,mid,opening,54,21,-59,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
1335,h200:random,h200,random,weak,opening,51,20,59,W,contest_merge,0,,,0,,,1,15.0,1,0,,
1337,h200:random,h200,random,weak,opening,47,6,59,W,farm_claim,0,,,0,,,0,,,1,9.0,1
1336,h200:random,h200,random,weak,opening,49,15,59,W,contest_merge,0,,,0,,,1,15.0,1,0,,
1338,h200:random,random,h200,mid,midgame,44,23,-59,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
1340,h200:random,h200,random,weak,midgame,33,31,59,W,contest_merge,0,,,0,,,1,15.0,1,0,,
1341,h200:random,h200,random,weak,midgame,31,36,59,W,contest_merge,0,,,0,,,1,15.0,1,0,,
1339,h200:random,random,h200,mid,midgame,36,33,-59,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
1344,h200:random,h200,random,weak,opening,69,5,83,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1343,h200:random,random,h200,mid,opening,70,4,-83,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1345,h200:random,random,h200,mid,opening,66,6,-83,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1342,h200:random,random,h200,mid,midgame,30,36,-59,L,contest_merge,0,,,0,,,1,15.0,1,0,,
1347,h200:random,random,h200,mid,opening,64,5,-83,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1346,h200:random,h200,random,weak,opening,65,4,83,W,farm_claim,0,,,0,,,0,,,1,9.0,1
1348,h200:random,h200,random,weak,opening,63,13,83,W,contest_merge,0,,,0,,,1,12.0,1,0,,
1350,h200:random,h200,random,weak,opening,61,16,83,W,avoid_feeding,0,,,1,2.3,0,0,,,0,,
1349,h200:random,random,h200,mid,opening,62,4,-83,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1351,h200:random,random,h200,mid,opening,60,6,-83,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1352,h200:random,random,h200,mid,opening,58,5,-83,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1353,h200:random,h200,random,weak,opening,57,20,83,W,avoid_feeding,0,,,1,2.3,0,0,,,0,,
1358,h200:random,h200,random,weak,late_mid,27,7,83,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1354,h200:random,h200,random,weak,opening,55,4,83,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1360,h200:random,h200,random,weak,late_mid,15,7,83,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1361,h200:random,h200,random,weak,pre_endgame,13,3,83,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1356,h200:random,h200,random,weak,midgame,31,7,83,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1362,h200:random,h200,random,weak,pre_endgame,11,3,83,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1355,h200:random,h200,random,weak,midgame,33,5,83,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1357,h200:random,h200,random,weak,midgame,29,7,83,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1363,rod1:random,random,rod1,strong,opening,58,19,-61,L,contest_merge,0,,,0,,,1,12.0,0,0,,
1365,rod1:random,rod1,random,weak,opening,53,20,61,W,contest_merge,0,,,0,,,1,21.0,0,0,,
1364,rod1:random,rod1,random,weak,opening,55,20,61,W,contest_merge,0,,,0,,,1,21.0,0,0,,
1359,h200:random,h200,random,weak,late_mid,19,3,83,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1366,rod1:random,random,rod1,strong,opening,52,20,-61,L,contest_merge,0,,,0,,,1,21.0,0,0,,
1367,rod1:random,rod1,random,weak,midgame,43,29,61,W,contest_merge,0,,,0,,,1,24.0,0,0,,
1368,rod1:random,random,rod1,strong,midgame,34,31,-61,L,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1369,rod1:random,random,rod1,strong,midgame,30,28,-61,L,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1372,rod1:random,rod1,random,weak,pre_endgame,13,3,61,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1375,rod1:random,rod1,random,weak,endgame,5,5,61,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1371,rod1:random,rod1,random,weak,late_mid,19,7,61,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1374,rod1:random,rod1,random,weak,pre_endgame,7,7,61,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1370,rod1:random,random,rod1,strong,late_mid,28,30,-61,L,avoid_feeding,0,,,1,4.8,0,0,,,0,,
1376,h200:random,random,h200,mid,opening,60,5,-72,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1378,h200:random,random,h200,mid,opening,56,14,-72,L,block|avoid_feeding,1,4.5,0,1,4.5,0,0,,,0,,
1379,h200:random,random,h200,mid,opening,56,4,-72,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1377,h200:random,h200,random,weak,opening,59,3,72,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1373,rod1:random,rod1,random,weak,pre_endgame,11,4,61,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1380,h200:random,random,h200,mid,opening,54,18,-72,L,block|avoid_feeding,1,4.5,0,1,4.5,0,0,,,0,,
1381,h200:random,h200,random,weak,opening,47,3,72,W,farm_claim,0,,,0,,,0,,,1,12.0,1
1382,h200:random,h200,random,weak,midgame,45,23,72,W,contest_merge,0,,,0,,,1,12.0,0,0,,
1383,h200:random,random,h200,mid,midgame,40,24,-72,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
1385,h200:random,random,h200,mid,midgame,38,24,-72,L,contest_merge,0,,,0,,,1,15.0,1,0,,
1388,rod1:random,random,rod1,strong,opening,54,20,-50,L,contest_merge,0,,,0,,,1,6.0,0,0,,
1387,rod1:random,rod1,random,weak,opening,55,2,50,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1390,rod1:random,random,rod1,strong,opening,52,16,-50,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1384,h200:random,h200,random,weak,midgame,39,3,72,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1389,rod1:random,rod1,random,weak,opening,53,3,50,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1391,rod1:random,rod1,random,weak,opening,51,24,50,W,contest_merge,0,,,0,,,1,6.0,0,0,,
1393,rod1:random,random,rod1,strong,midgame,44,19,-50,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1392,rod1:random,random,rod1,strong,opening,50,22,-50,L,avoid_feeding,0,,,1,2.4,0,0,,,0,,
1394,rod1:random,random,rod1,strong,midgame,40,26,-50,L,avoid_feeding,0,,,1,3.2,1,0,,,0,,
1395,rod1:random,random,rod1,strong,midgame,38,26,-50,L,avoid_feeding,0,,,1,3.7,1,0,,,0,,
1396,rod1:random,rod1,random,weak,midgame,37,36,50,W,contest_merge,0,,,0,,,1,9.0,0,0,,
1386,h200:random,random,h200,mid,endgame,2,46,-72,L,contest_merge,0,,,0,,,1,24.0,1,0,,
1397,rod1:random,random,rod1,strong,midgame,36,20,-50,L,avoid_feeding,0,,,1,4.2,0,0,,,0,,
1404,greedy:greedy,greedy,greedy,mid,opening,62,4,-34,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1398,rod1:random,random,rod1,strong,late_mid,26,5,-50,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1402,rod1:random,rod1,random,weak,endgame,5,35,50,W,contest_merge,0,,,0,,,1,24.0,0,0,,
1399,rod1:random,rod1,random,weak,late_mid,19,3,50,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1400,rod1:random,random,rod1,strong,late_mid,16,32,-50,L,avoid_feeding,0,,,1,3.7,1,0,,,0,,
1405,greedy:greedy,greedy,greedy,mid,opening,59,4,34,W,farm_claim,0,,,0,,,0,,,1,12.0,0
1406,greedy:greedy,greedy,greedy,mid,opening,55,6,34,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1401,rod1:random,random,rod1,strong,pre_endgame,8,45,-50,L,avoid_feeding,0,,,1,4.2,1,0,,,0,,
1407,greedy:greedy,greedy,greedy,mid,opening,53,5,34,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1408,greedy:greedy,greedy,greedy,mid,opening,52,5,-34,L,farm_claim,0,,,0,,,0,,,1,15.0,0
1409,greedy:greedy,greedy,greedy,mid,opening,51,22,34,W,avoid_feeding,0,,,1,2.1,0,0,,,0,,
1410,greedy:greedy,greedy,greedy,mid,opening,51,4,34,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1412,greedy:greedy,greedy,greedy,mid,opening,49,3,34,W,farm_claim,0,,,0,,,0,,,1,18.0,0
1411,greedy:greedy,greedy,greedy,mid,opening,50,2,-34,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1413,greedy:greedy,greedy,greedy,mid,opening,48,3,-34,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1414,greedy:greedy,greedy,greedy,mid,midgame,45,3,34,W,farm_claim,0,,,0,,,0,,,1,18.0,0
1417,greedy:greedy,greedy,greedy,mid,midgame,41,25,34,W,contest_merge,0,,,0,,,1,21.0,0,0,,
1418,greedy:greedy,greedy,greedy,mid,midgame,37,35,34,W,contest_merge,0,,,0,,,1,27.0,0,0,,
1415,greedy:greedy,greedy,greedy,mid,midgame,43,2,34,W,farm_claim,0,,,0,,,0,,,1,18.0,1
1416,greedy:greedy,greedy,greedy,mid,midgame,42,4,-34,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1419,greedy:greedy,greedy,greedy,mid,midgame,32,51,-34,L,contest_merge,0,,,0,,,1,30.0,1,0,,
1420,greedy:greedy,greedy,greedy,mid,late_mid,17,43,34,W,avoid_feeding,0,,,1,2.2,1,0,,,0,,
1425,greedy:greedy,greedy,greedy,mid,opening,70,7,20,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1422,greedy:greedy,greedy,greedy,mid,pre_endgame,9,6,34,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1421,greedy:greedy,greedy,greedy,mid,pre_endgame,11,50,34,W,avoid_feeding,0,,,1,2.7,1,0,,,0,,
1423,greedy:greedy,greedy,greedy,mid,endgame,6,42,-34,L,block|avoid_feeding,1,5.0,0,1,5.0,0,0,,,0,,
1426,greedy:greedy,greedy,greedy,mid,opening,69,5,-20,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1424,greedy:greedy,greedy,greedy,mid,endgame,3,49,34,W,contest_merge,0,,,0,,,1,39.0,1,0,,
1427,greedy:greedy,greedy,greedy,mid,opening,67,3,-20,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1429,greedy:greedy,greedy,greedy,mid,opening,62,7,20,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1431,greedy:greedy,greedy,greedy,mid,opening,60,3,20,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1428,greedy:greedy,greedy,greedy,mid,opening,65,6,-20,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1430,greedy:greedy,greedy,greedy,mid,opening,61,3,-20,L,farm_claim,0,,,0,,,0,,,1,12.0,0
1432,greedy:greedy,greedy,greedy,mid,opening,58,3,20,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1403,rod1:random,rod1,random,weak,endgame,1,37,50,W,contest_merge,0,,,0,,,1,24.0,0,0,,
1436,greedy:greedy,greedy,greedy,mid,opening,48,5,20,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1433,greedy:greedy,greedy,greedy,mid,opening,57,16,-20,L,avoid_feeding,0,,,1,3.6,1,0,,,0,,
1435,greedy:greedy,greedy,greedy,mid,opening,53,4,-20,L,farm_claim,0,,,0,,,0,,,1,12.0,0
1438,greedy:greedy,greedy,greedy,mid,midgame,44,3,20,W,farm_claim,0,,,0,,,0,,,1,15.0,1
1434,greedy:greedy,greedy,greedy,mid,opening,57,3,-20,L,farm_claim,0,,,0,,,0,,,1,12.0,0
1439,greedy:greedy,greedy,greedy,mid,midgame,39,3,-20,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1440,greedy:greedy,greedy,greedy,mid,midgame,38,21,20,W,avoid_feeding,0,,,1,3.4,1,0,,,0,,
1443,greedy:greedy,greedy,greedy,mid,endgame,6,48,20,W,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1437,greedy:greedy,greedy,greedy,mid,opening,47,3,-20,L,farm_claim,0,,,0,,,0,,,1,12.0,0
1441,greedy:greedy,greedy,greedy,mid,midgame,35,3,-20,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1444,h200:random,random,h200,mid,opening,64,8,-105,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1445,h200:random,h200,random,weak,opening,63,4,105,W,farm_claim,0,,,0,,,0,,,1,12.0,1
1446,h200:random,random,h200,mid,opening,62,18,-105,L,contest_merge,0,,,0,,,1,12.0,0,0,,
1442,greedy:greedy,greedy,greedy,mid,midgame,34,3,20,W,farm_claim,0,,,0,,,0,,,1,9.0,1
1447,h200:random,random,h200,mid,opening,56,4,-105,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1448,h200:random,random,h200,mid,opening,54,23,-105,L,contest_merge,0,,,0,,,1,18.0,0,0,,
1449,h200:random,h200,random,weak,opening,53,20,105,W,contest_merge,0,,,0,,,1,18.0,0,0,,
1453,h200:random,h200,random,weak,opening,49,29,105,W,avoid_feeding,0,,,1,2.6,0,0,,,0,,
1450,h200:random,h200,random,weak,opening,51,24,105,W,contest_merge,0,,,0,,,1,18.0,0,0,,
1451,h200:random,h200,random,weak,opening,51,5,105,W,farm_claim,0,,,0,,,0,,,1,9.0,1
1454,h200:random,h200,random,weak,midgame,45,20,105,W,contest_merge,0,,,0,,,1,21.0,0,0,,
1452,h200:random,random,h200,mid,opening,50,24,-105,L,contest_merge,0,,,0,,,1,18.0,0,0,,
1455,h200:random,random,h200,mid,midgame,44,22,-105,L,contest_merge,0,,,0,,,1,21.0,0,0,,
1456,h200:random,h200,random,weak,midgame,43,20,105,W,avoid_feeding,0,,,1,2.6,0,0,,,0,,
1457,h200:random,h200,random,weak,midgame,43,4,105,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1459,h200:random,h200,random,weak,midgame,39,24,105,W,contest_merge,0,,,0,,,1,21.0,0,0,,
1460,h200:random,h200,random,weak,midgame,37,30,105,W,contest_merge,0,,,0,,,1,27.0,0,0,,
1458,h200:random,h200,random,weak,midgame,41,22,105,W,contest_merge,0,,,0,,,1,21.0,0,0,,
1461,h200:random,h200,random,weak,midgame,33,36,105,W,avoid_feeding,0,,,1,2.6,0,0,,,0,,
1462,h200:random,random,h200,mid,midgame,32,28,-105,L,avoid_feeding,0,,,1,3.5,1,0,,,0,,
1463,h200:random,random,h200,mid,midgame,30,30,-105,L,avoid_feeding,0,,,1,3.5,1,0,,,0,,
1464,h200:random,h200,random,weak,midgame,29,28,105,W,contest_merge,0,,,0,,,1,21.0,0,0,,
1465,h200:random,random,h200,mid,late_mid,26,23,-105,L,avoid_feeding,0,,,1,3.5,1,0,,,0,,
1474,greedy:greedy,greedy,greedy,mid,opening,64,13,14,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1468,h200:random,random,h200,mid,late_mid,22,33,-105,L,avoid_feeding|contest_merge,0,,,1,3.5,1,1,27.0,0,0,,
1467,h200:random,h200,random,weak,late_mid,23,5,105,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1469,h200:random,h200,random,weak,late_mid,21,4,105,W,farm_claim,0,,,0,,,0,,,1,12.0,1
1473,greedy:greedy,greedy,greedy,mid,opening,70,3,14,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1466,h200:random,random,h200,mid,late_mid,24,16,-105,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
1470,h200:random,random,h200,mid,late_mid,20,32,-105,L,avoid_feeding,0,,,1,3.5,1,0,,,0,,
1475,greedy:greedy,greedy,greedy,mid,opening,62,16,14,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1472,h200:random,h200,random,weak,pre_endgame,9,5,105,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1476,greedy:greedy,greedy,greedy,mid,opening,62,3,14,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1471,h200:random,random,h200,mid,late_mid,18,24,-105,L,avoid_feeding,0,,,1,2.4,0,0,,,0,,
1478,greedy:greedy,greedy,greedy,mid,opening,56,5,14,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1477,greedy:greedy,greedy,greedy,mid,opening,56,15,14,W,avoid_feeding,0,,,1,3.5,1,0,,,0,,
1479,greedy:greedy,greedy,greedy,mid,opening,50,19,14,W,avoid_feeding,0,,,1,3.8,1,0,,,0,,
1480,greedy:greedy,greedy,greedy,mid,opening,48,29,14,W,avoid_feeding,0,,,1,3.1,0,0,,,0,,
1481,greedy:greedy,greedy,greedy,mid,opening,47,3,-14,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1482,greedy:greedy,greedy,greedy,mid,midgame,44,28,14,W,avoid_feeding,0,,,1,3.1,0,0,,,0,,
1483,greedy:greedy,greedy,greedy,mid,midgame,41,31,-14,L,avoid_feeding,0,,,1,2.9,0,0,,,0,,
1486,greedy:greedy,greedy,greedy,mid,midgame,36,39,14,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1487,greedy:greedy,greedy,greedy,mid,midgame,36,3,14,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1485,greedy:greedy,greedy,greedy,mid,midgame,38,37,14,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1484,greedy:greedy,greedy,greedy,mid,midgame,39,7,-14,L,farm_claim,0,,,0,,,0,,,1,9.0,1
1488,greedy:greedy,greedy,greedy,mid,midgame,30,23,14,W,avoid_feeding,0,,,1,4.9,1,0,,,0,,
1489,greedy:greedy,greedy,greedy,mid,late_mid,24,2,14,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1490,greedy:greedy,greedy,greedy,mid,late_mid,21,26,-14,L,block|avoid_feeding,1,2.5,0,1,2.5,0,0,,,0,,
1492,greedy:greedy,greedy,greedy,mid,pre_endgame,12,34,14,W,avoid_feeding,0,,,1,4.4,1,0,,,0,,
1491,greedy:greedy,greedy,greedy,mid,pre_endgame,13,27,-14,L,block|avoid_feeding,1,2.0,0,1,2.0,0,0,,,0,,
1493,greedy:greedy,greedy,greedy,mid,pre_endgame,10,3,14,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1501,greedy:greedy,greedy,greedy,mid,opening,66,7,33,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1499,greedy:greedy,greedy,greedy,mid,opening,68,3,33,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1498,greedy:greedy,greedy,greedy,mid,opening,69,7,-33,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1494,greedy:greedy,greedy,greedy,mid,pre_endgame,9,51,-14,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1500,greedy:greedy,greedy,greedy,mid,opening,67,5,-33,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1497,greedy:greedy,greedy,greedy,mid,endgame,5,37,-14,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1502,greedy:greedy,greedy,greedy,mid,opening,65,4,-33,L,farm_claim,0,,,0,,,0,,,1,12.0,0
1495,greedy:greedy,greedy,greedy,mid,pre_endgame,7,37,-14,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1503,greedy:greedy,greedy,greedy,mid,opening,64,3,33,W,farm_claim,0,,,0,,,0,,,1,12.0,0
1504,greedy:greedy,greedy,greedy,mid,opening,62,3,33,W,farm_claim,0,,,0,,,0,,,1,12.0,0
1505,greedy:greedy,greedy,greedy,mid,opening,61,3,-33,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1496,greedy:greedy,greedy,greedy,mid,endgame,6,24,14,W,avoid_feeding,0,,,1,4.9,1,0,,,0,,
1506,greedy:greedy,greedy,greedy,mid,opening,60,5,33,W,farm_claim,0,,,0,,,0,,,1,12.0,0
1507,greedy:greedy,greedy,greedy,mid,opening,58,24,33,W,avoid_feeding,0,,,1,2.6,0,0,,,0,,
1508,greedy:greedy,greedy,greedy,mid,opening,58,3,33,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1511,greedy:greedy,greedy,greedy,mid,opening,50,19,33,W,avoid_feeding,0,,,1,2.2,1,0,,,0,,
1509,greedy:greedy,greedy,greedy,mid,opening,56,5,33,W,farm_claim,0,,,0,,,0,,,1,12.0,0
1510,greedy:greedy,greedy,greedy,mid,opening,53,4,-33,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1512,greedy:greedy,greedy,greedy,mid,midgame,45,5,-33,L,farm_claim,0,,,0,,,0,,,1,12.0,0
1514,greedy:greedy,greedy,greedy,mid,midgame,40,27,33,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1516,greedy:greedy,greedy,greedy,mid,midgame,34,4,33,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1513,greedy:greedy,greedy,greedy,mid,midgame,42,31,33,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1515,greedy:greedy,greedy,greedy,mid,midgame,38,3,33,W,farm_claim,0,,,0,,,0,,,1,18.0,1
1517,greedy:greedy,greedy,greedy,mid,midgame,31,3,-33,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1518,greedy:greedy,greedy,greedy,mid,late_mid,19,3,-33,L,farm_claim,0,,,0,,,0,,,1,9.0,1
1520,greedy:greedy,greedy,greedy,mid,pre_endgame,14,36,33,W,avoid_feeding,0,,,1,4.7,1,0,,,0,,
1519,greedy:greedy,greedy,greedy,mid,late_mid,18,52,33,W,avoid_feeding,0,,,1,4.7,1,0,,,0,,
1524,greedy:greedy,greedy,greedy,mid,opening,67,4,-23,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1522,greedy:greedy,greedy,greedy,mid,opening,69,5,-23,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1521,greedy:greedy,greedy,greedy,mid,pre_endgame,12,59,33,W,contest_merge,0,,,0,,,1,36.0,0,0,,
1523,greedy:greedy,greedy,greedy,mid,opening,68,4,23,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1525,greedy:greedy,greedy,greedy,mid,opening,64,3,23,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1527,greedy:greedy,greedy,greedy,mid,opening,62,10,23,W,avoid_feeding,0,,,1,4.6,1,0,,,0,,
1526,greedy:greedy,greedy,greedy,mid,opening,63,5,-23,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1529,greedy:greedy,greedy,greedy,mid,opening,59,5,-23,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1528,greedy:greedy,greedy,greedy,mid,opening,61,3,-23,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1531,greedy:greedy,greedy,greedy,mid,opening,55,5,-23,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1530,greedy:greedy,greedy,greedy,mid,opening,57,21,-23,L,block|avoid_feeding,1,3.2,1,1,3.2,1,0,,,0,,
1533,greedy:greedy,greedy,greedy,mid,opening,51,3,-23,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1532,greedy:greedy,greedy,greedy,mid,opening,54,3,23,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1534,greedy:greedy,greedy,greedy,mid,opening,48,2,23,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1535,greedy:greedy,greedy,greedy,mid,opening,47,3,-23,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1536,greedy:greedy,greedy,greedy,mid,midgame,45,3,-23,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1538,greedy:greedy,greedy,greedy,mid,midgame,42,12,23,W,avoid_feeding,0,,,1,3.0,0,0,,,0,,
1537,greedy:greedy,greedy,greedy,mid,midgame,43,3,-23,L,farm_claim,0,,,0,,,0,,,1,9.0,1
1541,greedy:greedy,greedy,greedy,mid,midgame,38,5,23,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1540,greedy:greedy,greedy,greedy,mid,midgame,39,28,-23,L,block|avoid_feeding,1,4.0,0,1,4.0,0,0,,,0,,
1539,greedy:greedy,greedy,greedy,mid,midgame,40,3,23,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1543,greedy:greedy,greedy,greedy,mid,late_mid,24,13,23,W,block|avoid_feeding,1,2.2,0,1,2.2,0,0,,,0,,
1545,greedy:greedy,greedy,greedy,mid,late_mid,18,36,23,W,block|avoid_feeding,1,4.0,0,1,4.0,0,0,,,0,,
1544,greedy:greedy,greedy,greedy,mid,late_mid,20,17,23,W,block|avoid_feeding,1,4.0,0,1,4.0,0,0,,,0,,
1546,greedy:greedy,greedy,greedy,mid,late_mid,16,58,23,W,contest_merge,0,,,0,,,1,27.0,1,0,,
1542,greedy:greedy,greedy,greedy,mid,late_mid,26,12,23,W,block|avoid_feeding,1,4.0,0,1,4.0,0,0,,,0,,
1547,greedy:greedy,greedy,greedy,mid,pre_endgame,12,34,23,W,block|avoid_feeding,1,4.0,1,1,4.0,1,0,,,0,,
1548,greedy:greedy,greedy,greedy,mid,endgame,3,39,-23,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1550,greedy:greedy,greedy,greedy,mid,opening,69,3,2,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1551,greedy:greedy,greedy,greedy,mid,opening,66,13,-2,L,avoid_feeding,0,,,1,2.9,0,0,,,0,,
1553,greedy:greedy,greedy,greedy,mid,opening,61,3,2,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1552,greedy:greedy,greedy,greedy,mid,opening,62,3,-2,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1554,greedy:greedy,greedy,greedy,mid,opening,60,3,-2,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1555,greedy:greedy,greedy,greedy,mid,opening,59,3,2,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1556,greedy:greedy,greedy,greedy,mid,opening,57,3,2,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1557,greedy:greedy,greedy,greedy,mid,opening,55,3,2,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1558,greedy:greedy,greedy,greedy,mid,opening,54,3,-2,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1559,greedy:greedy,greedy,greedy,mid,opening,52,4,-2,L,farm_claim,0,,,0,,,0,,,1,15.0,0
1561,greedy:greedy,greedy,greedy,mid,midgame,39,21,2,W,avoid_feeding,0,,,1,2.0,0,0,,,0,,
1560,greedy:greedy,greedy,greedy,mid,opening,49,3,2,W,farm_claim,0,,,0,,,0,,,1,15.0,0
1562,greedy:greedy,greedy,greedy,mid,late_mid,18,30,-2,L,block|avoid_feeding,1,2.0,1,1,2.0,1,0,,,0,,
1566,greedy:greedy,greedy,greedy,mid,opening,71,5,39,W,farm_claim,0,,,0,,,0,,,1,6.0,0
