case_id,dataset,position_id,k,band,source,n_legal,gap,v27_choice,ref_choice,ref_kind,v27_q,ref_q,v27_eval,ref_eval,mechanism_raw,failure_class,candidate_patch,leaf_addressable,also_iter8_miss,raw_path
mid::greedy_s3500000027_K40,midgame,greedy_s3500000027_K40,40,early_mid,greedy,16,0.2272,957,1369,teacher(heur@3200),-0.41996,-0.11699,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::greedy_s3500000014_K52,midgame,greedy_s3500000014_K52,52,opening,greedy,19,0.1525,1060,1063,teacher(heur@3200),-0.08633,0.16048,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000040_K52,midgame,greedy_s3500000040_K52,52,opening,greedy,20,0.1481,849,1356,teacher(heur@3200),-0.4635,0.26822,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000000_K28,midgame,iter8_s3501000000_K28,28,mid,iter8,46,0.1087,1139,1657,teacher(heur@3200),0.15624,0.27162,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000019_K52,midgame,hybrid_8_3200_s3503000019_K52,52,opening,hybrid:8:3200,28,0.0918,1060,1152,teacher(heur@3200),0.37121,0.46299,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000010_K16,midgame,iter8_s3501000010_K16,16,late_mid,iter8,30,0.0897,848,1241,teacher(heur@3200),0.24555,0.33521,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::greedy_s3500000001_K52,midgame,greedy_s3500000001_K52,52,opening,greedy,23,0.0876,949,1144,teacher(heur@3200),-0.39265,-0.30455,,,completion/score-greed,completion-timing,completion_timing_v1,partial,False,
mid::iter8_s3501000016_K28,midgame,iter8_s3501000016_K28,28,mid,iter8,34,0.0832,660,1567,teacher(heur@3200),0.33967,0.51422,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::greedy_s3500000009_K52,midgame,greedy_s3500000009_K52,52,opening,greedy,17,0.0744,957,1056,teacher(heur@3200),-0.04138,0.11246,,,completion/score-greed,completion-timing,completion_timing_v1,partial,False,
mid::greedy_s3500000044_K52,midgame,greedy_s3500000044_K52,52,opening,greedy,37,0.0695,932,1239,teacher(heur@3200),-0.14694,0.41645,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000000_K52,midgame,greedy_s3500000000_K52,52,opening,greedy,26,0.1292,844,1040,teacher(heur@3200),-0.2141,-0.02296,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000024_K52,midgame,heur3200_s3502000024_K52,52,opening,heur@3200,40,0.0593,948,1444,teacher(heur@3200),0.27451,0.37891,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000019_K16,midgame,greedy_s3500000019_K16,16,late_mid,greedy,88,0.0563,732,1356,teacher(heur@3200),0.47427,0.64534,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000023_K52,midgame,heur3200_s3502000023_K52,52,opening,heur@3200,32,0.0554,856,1144,teacher(heur@3200),-0.56719,-0.51177,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000025_K52,midgame,heur3200_s3502000025_K52,52,opening,heur@3200,28,0.0524,840,1644,teacher(heur@3200),0.18056,0.233,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000035_K52,midgame,greedy_s3500000035_K52,52,opening,greedy,40,0.0501,852,1056,teacher(heur@3200),0.1475,0.23242,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000015_K16,midgame,greedy_s3500000015_K16,16,late_mid,greedy,88,0.0495,728,1160,teacher(heur@3200),-0.3377,0.03209,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000006_K10,midgame,greedy_s3500000006_K10,10,pre_endgame,greedy,80,0.097,744,1332,teacher(heur@3200),-0.12187,0.10515,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000014_K28,midgame,greedy_s3500000014_K28,28,mid,greedy,52,0.048,1264,1360,teacher(heur@3200),0.8202,0.86816,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000049_K16,midgame,iter8_s3501000049_K16,16,late_mid,iter8,43,0.0441,749,1137,teacher(heur@3200),-0.14767,0.04153,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000002_K28,midgame,iter8_s3501000002_K28,28,mid,iter8,37,0.04,861,971,teacher(heur@3200),-0.66551,-0.60813,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::hybrid_8_3200_s3503000038_K40,midgame,hybrid_8_3200_s3503000038_K40,40,early_mid,hybrid:8:3200,26,0.038,1033,1324,teacher(heur@3200),0.11687,0.1549,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000019_K40,midgame,iter8_s3501000019_K40,40,early_mid,iter8,34,0.0374,1045,1533,teacher(heur@3200),-0.74995,-0.69386,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000022_K52,midgame,iter8_s3501000022_K52,52,opening,iter8,17,0.0363,1156,1454,teacher(heur@3200),-0.16599,-0.12966,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000021_K10,midgame,heur3200_s3502000021_K10,10,pre_endgame,heur@3200,54,0.0362,832,1160,teacher(heur@3200),-0.41184,-0.37372,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::heur3200_s3502000036_K52,midgame,heur3200_s3502000036_K52,52,opening,heur@3200,20,0.0358,1265,1450,teacher(heur@3200),0.29172,0.33763,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000013_K28,midgame,greedy_s3500000013_K28,28,mid,greedy,44,0.058,1468,1541,teacher(heur@3200),0.06922,0.16041,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000012_K52,midgame,iter8_s3501000012_K52,52,opening,iter8,25,0.0508,1145,1343,teacher(heur@3200),-0.21009,-0.15931,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000009_K16,midgame,greedy_s3500000009_K16,16,late_mid,greedy,40,0.05,1241,1165,teacher(heur@3200),-0.01769,0.21365,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000038_K28,midgame,hybrid_8_3200_s3503000038_K28,28,mid,hybrid:8:3200,42,0.0249,957,1029,teacher(heur@3200),0.34986,0.37474,,,immediate-score,immediate-scoring,(mostly v2.7-covered),weak,False,
mid::heur3200_s3502000014_K16,midgame,heur3200_s3502000014_K16,16,late_mid,heur@3200,29,0.0247,1462,864,teacher(heur@3200),0.30712,0.38852,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,False,
mid::greedy_s3500000026_K10,midgame,greedy_s3500000026_K10,10,pre_endgame,greedy,36,0.0478,959,1757,teacher(heur@3200),-0.77131,-0.72356,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000020_K28,midgame,heur3200_s3502000020_K28,28,mid,heur@3200,28,0.0236,756,1049,teacher(heur@3200),-0.26368,-0.24004,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::iter8_s3501000034_K52,midgame,iter8_s3501000034_K52,52,opening,iter8,16,0.0222,1060,1452,teacher(heur@3200),-0.2922,-0.26999,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000010_K28,midgame,iter8_s3501000010_K28,28,mid,iter8,25,0.0438,941,1469,teacher(heur@3200),0.05261,0.21637,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000013_K52,midgame,iter8_s3501000013_K52,52,opening,iter8,19,0.0201,944,1341,teacher(heur@3200),-0.61565,-0.59061,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::heur3200_s3502000015_K10,midgame,heur3200_s3502000015_K10,10,pre_endgame,heur@3200,26,0.0196,740,1661,teacher(heur@3200),-0.42256,-0.34949,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::iter8_s3501000047_K52,midgame,iter8_s3501000047_K52,52,opening,iter8,20,0.0386,1449,1132,teacher(heur@3200),-0.18276,-0.14419,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000036_K40,midgame,heur3200_s3502000036_K40,40,early_mid,heur@3200,15,0.0186,1265,1539,teacher(heur@3200),0.68544,0.70497,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000008_K52,midgame,greedy_s3500000008_K52,52,opening,greedy,27,0.0184,1437,1447,teacher(heur@3200),0.15532,0.17375,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000014_K16,midgame,greedy_s3500000014_K16,16,late_mid,greedy,51,0.018,742,1166,teacher(heur@3200),0.35469,0.37634,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::heur3200_s3502000044_K40,midgame,heur3200_s3502000044_K40,40,early_mid,heur@3200,40,0.018,856,1352,teacher(heur@3200),0.26962,0.28825,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000022_K10,midgame,heur3200_s3502000022_K10,10,pre_endgame,heur@3200,52,0.036,656,1840,teacher(heur@3200),-0.52115,-0.35367,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000009_K52,midgame,iter8_s3501000009_K52,52,opening,iter8,17,0.0357,1142,1456,teacher(heur@3200),0.24121,0.2852,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000025_K52,midgame,greedy_s3500000025_K52,52,opening,greedy,10,0.0172,1129,1339,teacher(heur@3200),0.64403,0.66261,,,completion/score-greed,completion-timing,completion_timing_v1,partial,False,
mid::iter8_s3501000008_K40,midgame,iter8_s3501000008_K40,40,early_mid,iter8,9,0.034,837,1268,teacher(heur@3200),0.33938,0.37342,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000013_K52,midgame,heur3200_s3502000013_K52,52,opening,heur@3200,15,0.0159,849,1558,teacher(heur@3200),-0.18312,-0.15339,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000009_K40,midgame,hybrid_8_3200_s3503000009_K40,40,early_mid,hybrid:8:3200,18,0.0319,850,1643,teacher(heur@3200),0.0398,0.09443,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000021_K40,midgame,greedy_s3500000021_K40,40,early_mid,greedy,50,0.0157,1260,1253,teacher(heur@3200),0.47097,0.48671,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000029_K52,midgame,greedy_s3500000029_K52,52,opening,greedy,28,0.0154,1337,1157,teacher(heur@3200),-0.36446,-0.31134,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000040_K40,midgame,greedy_s3500000040_K40,40,early_mid,greedy,18,0.0302,844,848,teacher(heur@3200),0.53266,0.56564,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::hybrid_8_3200_s3503000047_K40,midgame,hybrid_8_3200_s3503000047_K40,40,early_mid,hybrid:8:3200,23,0.015,1138,1139,teacher(heur@3200),0.05345,0.06846,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000037_K52,midgame,heur3200_s3502000037_K52,52,opening,heur@3200,23,0.0138,1036,1339,teacher(heur@3200),0.19757,0.21142,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000025_K52,midgame,iter8_s3501000025_K52,52,opening,iter8,14,0.0128,856,1161,teacher(heur@3200),-0.09562,-0.00214,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::iter8_s3501000037_K52,midgame,iter8_s3501000037_K52,52,opening,iter8,19,0.0124,1160,1161,teacher(heur@3200),-0.00926,0.00314,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000032_K52,midgame,greedy_s3500000032_K52,52,opening,greedy,22,0.0119,937,1460,teacher(heur@3200),0.26911,0.28484,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000013_K40,midgame,hybrid_8_3200_s3503000013_K40,40,early_mid,hybrid:8:3200,23,0.0118,1041,1436,teacher(heur@3200),-0.73314,-0.71501,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000012_K40,midgame,greedy_s3500000012_K40,40,early_mid,greedy,38,0.0234,1645,1652,teacher(heur@3200),-0.45978,-0.42948,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000001_K40,midgame,heur3200_s3502000001_K40,40,early_mid,heur@3200,16,0.0117,1132,1652,teacher(heur@3200),0.67308,0.69244,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000049_K52,midgame,greedy_s3500000049_K52,52,opening,greedy,22,0.0231,1436,848,teacher(heur@3200),0.72684,0.77863,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000030_K28,midgame,iter8_s3501000030_K28,28,mid,iter8,32,0.0114,740,943,teacher(heur@3200),0.59759,0.61091,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000016_K40,midgame,iter8_s3501000016_K40,40,early_mid,iter8,24,0.0112,752,1341,teacher(heur@3200),-0.46006,-0.44885,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000004_K10,midgame,heur3200_s3502000004_K10,10,pre_endgame,heur@3200,28,0.0223,1640,1233,teacher(heur@3200),0.60316,0.62548,,,immediate-score,immediate-scoring,(mostly v2.7-covered),weak,True,
mid::heur3200_s3502000004_K52,midgame,heur3200_s3502000004_K52,52,opening,heur@3200,24,0.0107,750,754,teacher(heur@3200),0.7375,0.74825,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000044_K10,midgame,heur3200_s3502000044_K10,10,pre_endgame,heur@3200,32,0.0102,1125,1368,teacher(heur@3200),0.81425,0.83498,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::heur3200_s3502000037_K40,midgame,heur3200_s3502000037_K40,40,early_mid,heur@3200,24,0.0102,943,1540,teacher(heur@3200),0.79623,0.8112,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::hybrid_8_3200_s3503000020_K10,midgame,hybrid_8_3200_s3503000020_K10,10,pre_endgame,hybrid:8:3200,50,0.0201,1068,1421,teacher(heur@3200),0.48946,0.5617,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000016_K10,midgame,greedy_s3500000016_K10,10,pre_endgame,greedy,46,0.02,745,1329,teacher(heur@3200),0.86618,0.88617,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000013_K10,midgame,heur3200_s3502000013_K10,10,pre_endgame,heur@3200,35,0.02,738,1432,teacher(heur@3200),0.24961,0.27943,,,bag/scarcity,open-edge-scarcity,open_edge_scarcity_v1,weak,True,
mid::heur3200_s3502000026_K52,midgame,heur3200_s3502000026_K52,52,opening,heur@3200,29,0.0197,940,1133,teacher(heur@3200),-0.47234,-0.44327,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000001_K52,midgame,iter8_s3501000001_K52,52,opening,iter8,20,0.0197,1548,1551,teacher(heur@3200),0.05419,0.07824,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000018_K52,midgame,heur3200_s3502000018_K52,52,opening,heur@3200,15,0.0097,964,1470,teacher(heur@3200),0.35799,0.4057,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000011_K40,midgame,heur3200_s3502000011_K40,40,early_mid,heur@3200,27,0.0097,1545,1546,teacher(heur@3200),0.52406,0.55001,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000019_K28,midgame,hybrid_8_3200_s3503000019_K28,28,mid,hybrid:8:3200,44,0.019,833,1637,teacher(heur@3200),0.55233,0.59758,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000034_K10,midgame,iter8_s3501000034_K10,10,pre_endgame,iter8,27,0.0186,641,1335,teacher(heur@3200),-0.7951,-0.71394,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000027_K28,midgame,heur3200_s3502000027_K28,28,mid,heur@3200,38,0.0184,745,1068,teacher(heur@3200),-0.55921,-0.50946,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000041_K52,midgame,hybrid_8_3200_s3503000041_K52,52,opening,hybrid:8:3200,17,0.0174,1138,1462,teacher(heur@3200),0.2483,0.282,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::heur3200_s3502000040_K52,midgame,heur3200_s3502000040_K52,52,opening,heur@3200,30,0.0086,1357,1558,teacher(heur@3200),0.05576,0.06433,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000043_K52,midgame,heur3200_s3502000043_K52,52,opening,heur@3200,14,0.0084,1654,1256,teacher(heur@3200),-0.1219,-0.03423,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,False,
mid::hybrid_8_3200_s3503000017_K40,midgame,hybrid_8_3200_s3503000017_K40,40,early_mid,hybrid:8:3200,29,0.0083,867,1547,teacher(heur@3200),-0.91188,-0.90164,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000014_K28,midgame,heur3200_s3502000014_K28,28,mid,heur@3200,36,0.0083,961,1049,teacher(heur@3200),0.15723,0.16553,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000048_K28,midgame,iter8_s3501000048_K28,28,mid,iter8,37,0.0082,756,1556,teacher(heur@3200),0.41899,0.43243,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000009_K28,midgame,iter8_s3501000009_K28,28,mid,iter8,30,0.0081,1136,1360,teacher(heur@3200),0.18249,0.22499,,,immediate-score,immediate-scoring,(mostly v2.7-covered),weak,False,
mid::iter8_s3501000034_K16,midgame,iter8_s3501000034_K16,16,late_mid,iter8,56,0.0081,736,1040,teacher(heur@3200),-0.9414,-0.91221,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000046_K16,midgame,iter8_s3501000046_K16,16,late_mid,iter8,33,0.0077,1225,1328,teacher(heur@3200),0.33923,0.34691,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000024_K10,midgame,hybrid_8_3200_s3503000024_K10,10,pre_endgame,hybrid:8:3200,92,0.0146,856,1660,teacher(heur@3200),0.13368,0.15434,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000041_K52,midgame,iter8_s3501000041_K52,52,opening,iter8,7,0.0072,943,1339,teacher(heur@3200),0.76738,0.79022,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000007_K28,midgame,greedy_s3500000007_K28,28,mid,greedy,42,0.0144,860,863,teacher(heur@3200),-0.39917,-0.38478,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000046_K28,midgame,greedy_s3500000046_K28,28,mid,greedy,18,0.0072,1138,1240,teacher(heur@3200),-0.09597,-0.08881,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000045_K40,midgame,greedy_s3500000045_K40,40,early_mid,greedy,46,0.0142,1149,1649,teacher(heur@3200),0.6737,0.68791,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000001_K28,midgame,iter8_s3501000001_K28,28,mid,iter8,33,0.0067,836,839,teacher(heur@3200),-0.81635,-0.80106,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000016_K52,midgame,greedy_s3500000016_K52,52,opening,greedy,22,0.0064,1156,1548,teacher(heur@3200),0.7298,0.78256,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000046_K10,midgame,hybrid_8_3200_s3503000046_K10,10,pre_endgame,hybrid:8:3200,40,0.0064,647,1651,teacher(heur@3200),-0.53457,-0.51906,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::iter8_s3501000043_K52,midgame,iter8_s3501000043_K52,52,opening,iter8,37,0.0063,1463,1556,teacher(heur@3200),0.01391,0.02021,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000016_K28,midgame,heur3200_s3502000016_K28,28,mid,heur@3200,34,0.0123,965,1558,teacher(heur@3200),-0.51675,-0.5036,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000012_K10,midgame,greedy_s3500000012_K10,10,pre_endgame,greedy,48,0.006,828,1328,teacher(heur@3200),-0.66404,-0.65752,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000016_K40,midgame,hybrid_8_3200_s3503000016_K40,40,early_mid,hybrid:8:3200,30,0.0059,1060,1063,teacher(heur@3200),0.13299,0.13999,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000046_K10,midgame,iter8_s3501000046_K10,10,pre_endgame,iter8,48,0.0118,1468,1658,teacher(heur@3200),0.56495,0.57671,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000030_K52,midgame,greedy_s3500000030_K52,52,opening,greedy,30,0.0058,761,1538,teacher(heur@3200),-0.38856,-0.31864,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000011_K52,midgame,hybrid_8_3200_s3503000011_K52,52,opening,hybrid:8:3200,17,0.0058,1238,1337,teacher(heur@3200),-0.11105,-0.10524,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000030_K28,midgame,hybrid_8_3200_s3503000030_K28,28,mid,hybrid:8:3200,12,0.0056,1268,1332,teacher(heur@3200),0.69254,0.69851,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000011_K10,midgame,heur3200_s3502000011_K10,10,pre_endgame,heur@3200,43,0.0056,936,939,teacher(heur@3200),0.46319,0.46877,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000024_K52,midgame,iter8_s3501000024_K52,52,opening,iter8,32,0.0055,1357,1156,teacher(heur@3200),-0.47393,-0.46103,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000028_K10,midgame,greedy_s3500000028_K10,10,pre_endgame,greedy,30,0.0054,1229,1230,teacher(heur@3200),-0.66333,-0.65794,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000029_K40,midgame,heur3200_s3502000029_K40,40,early_mid,heur@3200,41,0.0106,958,1455,teacher(heur@3200),-0.11487,-0.10338,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000021_K40,midgame,iter8_s3501000021_K40,40,early_mid,iter8,28,0.0106,1134,1135,teacher(heur@3200),0.07218,0.08279,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000004_K52,midgame,greedy_s3500000004_K52,52,opening,greedy,35,0.0052,1537,1740,teacher(heur@3200),0.56778,0.58741,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000031_K40,midgame,greedy_s3500000031_K40,40,early_mid,greedy,30,0.0102,954,1540,teacher(heur@3200),0.05012,0.0603,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000047_K40,midgame,heur3200_s3502000047_K40,40,early_mid,heur@3200,10,0.0047,1438,1646,teacher(heur@3200),0.71866,0.7234,,,completion/score-greed,completion-timing,completion_timing_v1,partial,False,
mid::greedy_s3500000005_K40,midgame,greedy_s3500000005_K40,40,early_mid,greedy,25,0.0092,1555,1636,teacher(heur@3200),0.52838,0.53759,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::hybrid_8_3200_s3503000036_K40,midgame,hybrid_8_3200_s3503000036_K40,40,early_mid,hybrid:8:3200,28,0.0045,748,945,teacher(heur@3200),0.78397,0.79124,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::hybrid_8_3200_s3503000022_K52,midgame,hybrid_8_3200_s3503000022_K52,52,opening,hybrid:8:3200,11,0.0044,948,1462,teacher(heur@3200),0.38712,0.44701,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::hybrid_8_3200_s3503000047_K16,midgame,hybrid_8_3200_s3503000047_K16,16,late_mid,hybrid:8:3200,38,0.0089,748,1469,teacher(heur@3200),-0.00904,0.00452,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000001_K52,midgame,heur3200_s3502000001_K52,52,opening,heur@3200,28,0.0044,953,1441,teacher(heur@3200),0.54969,0.59843,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000049_K40,midgame,heur3200_s3502000049_K40,40,early_mid,heur@3200,24,0.0086,1132,1536,teacher(heur@3200),-0.09586,-0.08709,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::greedy_s3500000015_K28,midgame,greedy_s3500000015_K28,28,mid,greedy,33,0.0043,836,1170,teacher(heur@3200),-0.32278,-0.21475,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::hybrid_8_3200_s3503000015_K28,midgame,hybrid_8_3200_s3503000015_K28,28,mid,hybrid:8:3200,40,0.0043,1557,1745,teacher(heur@3200),0.74498,0.7493,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000029_K28,midgame,greedy_s3500000029_K28,28,mid,greedy,53,0.0043,744,1460,teacher(heur@3200),-0.59722,-0.59036,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::hybrid_8_3200_s3503000046_K16,midgame,hybrid_8_3200_s3503000046_K16,16,late_mid,hybrid:8:3200,32,0.004,744,954,teacher(heur@3200),-0.57658,-0.57245,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::greedy_s3500000042_K52,midgame,greedy_s3500000042_K52,52,opening,greedy,23,0.0077,849,1339,teacher(heur@3200),0.36247,0.43754,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000007_K52,midgame,hybrid_8_3200_s3503000007_K52,52,opening,hybrid:8:3200,25,0.0077,940,1646,teacher(heur@3200),-0.09082,-0.08311,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
